<div>慌てる</div>,あわてる,[0],[自動2]惊慌;急忙,<div>△火事で慌てる。ノ因着火而惊慌。</div><div>△慌てて家に帰った。/急忙回家了 。</div>,,,[sound:慌てる.mp3],,
<div>案外</div>,あんがい,①[0],<div>[ナ形•副]意外的，出乎意料</div>,△案外安かった。/没想到还很便宜。,,,[sound:案外.mp3],,
<div>暗記</div>,あんき,[0],[名•他動3]背诵，记住,<div>△習ったことを全部暗記する。/将学到的东西全部背诵下来。</div>,,,[sound:暗記.mp3],,
<div>暗証番号</div>,あんしょうばんごう,⑤,<div>[名]密码</div>,,パスワード（password)③[名]密码,,[sound:baidu-2309a9ed-3ad55339-621c4dd5-4f182316-d3e14acb.mp3],,
<div>安定</div>,あんてい,[0],[名•自動3]安稳;稳定,△物価が安定している。/物价稳定。,,,[sound:安定.mp3],,
<div>あんまり</div>,あんまり,④③[0],<div>&nbsp;[ナ形•副]太,过于；（不）那么，（不）太……</div>,<div>△それはあんまりな言い方だ。/那样说太过分了。</div>,<div>あまり[0][副]太，过于；(不)那么，（不）太<span class="Apple-tab-span" style="white-space: pre"> ……</span></div>,,[sound:あんまり.mp3],,
<div>胃</div>,い,[0],[名]胃,△胃が痛い。/胃疼。,,,[sound:胃.mp3],,
<div>言い換える</div>,いいかえる,④③,<div>[他動2]换句话说;改变说法</div>,<div>△わかりやすく言い換える。/换个通俗易懂的说法。&nbsp;</div>,,,[sound:言いかえる.mp3],,
<div>言い出す</div>,いいだす,③,<div>[他動1]开始说;说出口</div>,△彼はちょっと考えてまた言い出した。/他考虑了一下又开始说了起来。<div><div>△言い出すチャンスがなかった。/没有机会说出口。</div></div>,,,[sound:言い出す.mp3],,
<div>言い直す</div>,いいなおす,④,<div>[他動1]重说；改ロ说</div>,<div>△もう一度言い直す。/重说一遍。</div><div>△急いで言い直したがもう遅かった。/连忙改。可是已经来不及了。</div>,,,[sound:言い直す.mp3],,
<div>意外</div>,いがい,[0]①,<div>[ナ形.副]出乎意料,意想不到</div>,△意外な事件/意外的事件,,,[sound:意外.mp3],,
<div>息</div>,いき,①,[名]呼吸;气息;步调,<div>△息が合う（合わない)。/步调一致（不一致）；合得来(合不来）。</div>,,,[sound:息.mp3],,
<div>意義</div>,いぎ,①,<div>[名](语言的)意思；意义,价值</div>,△単語の意義/单词的意思,異議(いぎ）①[名]异义，不同的意见,,[sound:意義.mp3],,
生き生き,いきいき,③,<div>[副•自動3]活泼，生动，栩栩如生</div>,<div>△この絵は生き生きとしている。/这幅画栩栩如生。</div><div>△生き生きした表情/生动的表情</div>,,,[sound:生き生き.mp3],,
<div>いきなり</div>,いきなり,[0],[副]冷不防,突然间,△いきなり人が部屋に入った。/突然有人闯进了房间。,突然（とつぜん）[0][副•ナ形]突然，忽然,,[sound:いきなり.mp3],,
生き物,いきもの,③②,[名]生物，动物,△生き物を可愛がる。/爱护生物。,,,[sound:生き物.mp3],,
<div>いくらなんでも</div>,いくらなんでも,①[0],[副]无论怎样，即使·····也,<div>△いくらなんでもそのお金は受け取れない。/无论怎样那笔钱都不能收下。</div>,,,[sound:baidu-9fd112e9-1b996018-9877402a-5d22eeca-98ca0c87.mp3],,
<div>いけない</div>,いけない,,[連語]不对,不该;没希望,<div>△食べ過ぎは体にいけない。/吃得太多对身体不好。</div><div>△もうこれ以上はいけない。/已经不行了。&nbsp;</div>,,,[sound:いけない.mp3],,
<div>生け花</div>,いけばな,②,[名]插花，花道,,華道/花道（かどう)①[名]花道,插花艺术,,[sound:baidu-02a59451-958e8152-60378692-955519e0-6febe676.mp3],,
<div>以後</div>,いご,①,<div>[名]今后,将来；（某时期或时间）之后<span class="Apple-tab-span" style="white-space: pre"> </span></div>,<div>△以後気をつけます。/我今后会小心的。</div><div>△ 6時以後は会社にいません。/六点之后不在公司。</div>,以前（いぜん）①[名]以前;过去,从前,,[sound:以後.mp3],,
<div>equal</div>,イコ一ル,②,[名]等于，相等；等号,,<div>等しい（ひとしい）③[イ形]相等，相同&nbsp;</div>,,[sound:イコール.mp3],,
<div>居酒屋</div>,いざかや,[0]③,[名]日式小酒馆,<div>△居酒屋で一杯飲んで帰る。/在小酒馆喝上一杯后回家。</div>,<div>酒屋（さかや）[0][名]卖酒的店</div>,,[sound:居酒屋.mp3],,
<div>医師</div>,いし,①,[名]医生，大夫,△医師資格/行医资格,医者（いしゃ）[0][名]医生，大夫,,[sound:医師.mp3],,
<div>意志</div>,いし不是医師,①,[名]意志,志向,<div>△意志の強い（弱い）人/意志坚任（薄弱）的人&nbsp;</div>,,,[sound:意志.mp3],,
<div>意識</div>,いしき,①,[名•他動3]意识，认识;神智,△意識を失う。/失去知觉。,,,[sound:意識.mp3],,
<div>苛め</div>,いじめ,[0],[名](校园）暴力，欺负,△苛め事件が起こった。/发生了欺凌事件。,,,[sound:baidu-b15d3492-d92d46e3-adeb9a78-f1560a91-98f794e8.mp3],,
<div>異常</div>,いじょう,[0],[名•ナ形]怪异，不正常,<div>△体に異常がない。/身体正常。</div><div>△異常な行動/怪异的行为。</div>,正常(せいじょう）[0][名•ナ形]正常,,[sound:異常.mp3],,
<div>いずれ</div>,いずれ,[0],[代•副]哪个;早晩,迟早会,<div>△いずれはわかってくれるだろう。/迟早会理解我的吧。</div>,,,[sound:baidu-83fd613f-6d1067e8-569ed700-f9981d5e-775e32e7.mp3],,
<div>いずれも</div>,いずれも,[0],[副]无论哪个都，全都,△いずれも問違いだ。/都是错误的。,,,[sound:いずれも.mp3],,
<div>痛い</div>,いたい,②,[イ形]疼痛;痛苦,难堪,△心が痛い。/心里难过。,,,[sound:痛い.mp3],,
<div>偉大</div>,いだい,[0],[ナ形]伟大，出色,△偉大な人物/伟大的人物,<div>偉い（えらい）②[イ形]伟大；高贵的；严重的</div>,,[sound:偉大.mp3],,
<div>抱く</div>,いだく,②,[他動1]抱;怀抱，怀有,<div>△夢を抱く。/怀有梦想。</div>,<div>△抱える（かかえる）[0] [他動2](双手)抱;承担</div><div>△抱く（だく）[0][他動1](双手）抱;孵(卵）</div>,,[sound:抱く.mp3],,
悪戯,いたずら,[0],[名•ナ形.他動3]捉弄;(小孩）淘气,恶作剧,<div>△運命の悪戯/命运的捉弄</div><div>△悪戯な子ども/淘气的孩子</div>,,,[sound:悪戯.mp3],,
<div>痛み</div>,いたみ,③,<div>[名](肉体上的）疼痛；（精神上的）痛苦</div>,<div>△激しい痛みを感じる。/感到剧烈的疼痛。</div><div>△心の痛み/心里的痛苦</div>,,,[sound:baidu-76525d12-ca22f4ae-f3415186-4ef3d031-cb0ff517.mp3],,
<div>痛む</div>,いたむ,②,[自動1]疼痛;悲痛.痛苦,△歯が痛む。/牙痛。&nbsp;,,,[sound:痛む.mp3],,
<div><span class="Apple-tab-span" style="white-space:pre"> </span>〜いち</div>,<span class="Apple-tab-span" style="white-space: pre"> </span>〜いち,<div><br /></div>,<div>[接尾](接在名词后）……第一，……最好</div>,<div>△日本一/日本第一</div><div>△世界一/世界第一</div>,,,,,
<div>位置</div>,いち,①,[名•自動3]位置;位于,△市の中心に位置する。/位于市中心。&nbsp;,,,[sound:位置.mp3],,
<div>いちいち</div>,いちいち,②,[副]一一，逐一,△いちいち理由をあげる。/逐一列举理由。,,,[sound:baidu-674827d4-fe42a99f-0c5cedf4-cba4bfea-5d6e1318.mp3],,
<div>一応</div>,いちおう,[0],<div>[副](虽不彻底但大致做了）一次,一下;姑且，暂且</div>,△一応調べてみた。/(大致）查了ー下。,,,[sound:一応.mp3],,
<div>一時</div>,いちじ,②,<div>[名•副]某时，一个时期；一时</div>,<div>△一時は貿易会社に勤めた。/有一个时期在贸易公司工作。</div><div>△一時の思いつき/一时心血来潮</div>,,,[sound:一時.mp3],,
<div>市場</div>,いちば,①,<div>[名]集市,市场</div>,,マーケット（market)①③[名]市场，商场,,[sound:市場.mp3],,
<div>一部</div>,いちぶ,②,[名]一部分,△一部の資料がなくなった. /—部分的资料不见了。,,,[sound:一部.mp3],,
<div>一部分</div>,いちぶぶん,③,[名]一部分,△建物の一部分を建て直す。/改建建筑物的一部分。,,,[sound:一部分.mp3],,
<div>いつからか</div>,いつからか,①,[副]不知从何时起,△いつからか二人は親友になっていた。/不知从何时起两个人成了好朋友。,,,[sound:baidu-95b16480-08785517-4b8e2a1b-e2b4bcff-4bc4ab7b.mp3],,
<div><div>一瞬</div></div>,いっしゅん,[0],<div>[名]一瞬间</div>,<div>△一瞬の出来事/一瞬间发生的事</div>,,,[sound:一瞬.mp3],,
<div>&nbsp;いっそ</div>,いっそ,[0],[副]干脆，索性,△いっそ歩いて行こう。/干脆走着去吧。,いっそのこと[0][副]干脆,索性,,[sound:いっそ.mp3],,
<div>一体</div>,いったい,[0],[副]本来;到底,△彼は一体日本語がわかっているのか。/他究竟会不会日语？,,,[sound:一体_1452150778360.mp3],,
<div>いつの間にか</div>,いつのまにか,[0],<div>[副]不知什么时候，不知不觉中</div>,△いつの間にか雨が降り出した。/不知什么时候开始下雨了。,,,[sound:いつの間にか.mp3],,
一般,いっぱん,[0],[名•ナ形]一般，普遍,△一般の人/普通人,<div>普通（ふつう）[0][名•ナ形]一般，普通，通常</div><div>一般的（いっぱんてき)[0][ナ形]一般的</div>,,[sound:一般.mp3],,
<div>一般的</div>,いっぱんてき,[0],[ナ形]一般的,△—般的な考え方/一般的想法&nbsp;,,,[sound:一般的.mp3],,
<div>一遍</div>,いっぺん,③④[0],<div>[名.副]一遍，一回;同时，一下子</div>,<div>△一遍読む。/念一遍。</div><div>△一遍に片付ける。/一下子解决。</div>,,,[sound:一遍.mp3],,
<div>一方</div>,いっぽう,③,<div>[名.接]一个方面；单方面;一直</div>,<div>△一方通行/单向行驶</div><div>△成績が下がる一方だ。/成绩ー个劲儿往下掉。</div>,,,[sound:一方.mp3],,
<div>一方通行</div>,いっぽうつうこう,⑤,<div>[名]ー侧通行,单行</div>,△一方通の道路/单行道&nbsp;,,,[sound:一方通行.mp3],,
<div>移転</div>,いてん,[0],<div>[名•自他動3]挪动，转移;迁移，搬家</div>,△事務所が移転する。/办事处搬迁。&nbsp;,,,[sound:移転.mp3],,
<div>移動</div>,いどう,[0],[名•自他動3]移动，转移,△人口の移動/人口的移动,,,[sound:移動.mp3],,
<div>&nbsp;従兄弟</div>,いとこ,①②,<div>[名]堂兄弟（姐妹）；表兄弟(姐妹）</div>,,,,[sound:従兄弟.mp3],,
<div>居眠り</div>,いねむり,③,[名•自動3]瞌睡，打盹,△居眠り運転をする。/打着托开车。&nbsp;,,,[sound:居眠り.mp3],,
<div>違反</div>,いはん,[0],[名•自動3]违反,△契約に違反する。/违反合同。,,,[sound:違反.mp3],,
<div>鼾</div>,いびき,③,[名]鼾声,△鼾をかく。/打鼾。,,,[sound:鼾.mp3],,
<div>event</div>,イベント,[0],[名]活动，事件,△イベント情報/活动信息,,,[sound:イベント.mp3],,
<div>今頃</div>,いまごろ,[0],[名•副]现在；如今,<div>△今頃学校に着いただろう。/现在到学校了吧。</div><div>△今頃注意しても遅い。/到现在才提醒也晚了。</div>,,,[sound:今頃.mp3],,
<div>image</div>,イメージ,②①,[名]印象，形象不是印象二字,△イメージアップ/提升形象,印象（いんしょう）[0][名]印象,,[sound:イメージ.mp3],,
<div>芋</div>,いも,②,<div>[名](芋头、马铃薯、红薯等的通称）薯</div>,,,芋を洗うよう/拥挤不堪,[sound:芋.mp3],,
<div>嫌がる</div>,いやがる,③,[他動1]讨厌，不愿意,△勉強を嫌がる。/不愿意学习。,,,[sound:嫌がる.mp3],,
<div>earring</div>,イヤリンク,①,[名]耳环,△イヤリングをつける。/戴耳环。,,,[sound:イヤリング.mp3],,
<div>いよいよ</div>,いよいよ,②,[副]越发，更加；到底，终于,<div>△いよいよ日本へ出発するときが来た。/出发去日本的日子终于来到了。</div>,,,[sound:baidu-8a88a4ef-c846374a-022a72a7-54d5e86a-7600028c.mp3],,
<div>以来</div>,いらい,①,[名]以来，以后,<div>△先月以来、雨が降っていない。/自上个月以来没有下过ー场雨。</div><div>△卒業して以来、彼とは会っていない。/毕业以后再也没有见到他.</div>,,,[sound:以来.mp3],,
<div>いらいら</div>,いらいら,①,[副.自動3]焦急,坐立不安,△いらいらしながらパスを待つ。/焦急地等待公共汽车。,,,[sound:いらいら.mp3],,
<div>医療</div>,いりょう,①[0],[名]医疗，治疗,△医療サービス/医疗服务,治療（ちりょう）[0] [名•他動3]治疗，医疗,,[sound:医療.mp3],,
<div>入れ物</div>,いれもの,[0],[名]容器，器具,△油の入れ物/油罐，油瓶,容器（ようき）①[名]容器&nbsp;,,[sound:入れ物.mp3],,
岩,いわ,②,[名]岩石,,,,[sound:岩.mp3],,
<div>〜院</div>,〜いん,,[接尾]…院,△大学院/研究生院,,,,,
<div>印鑑</div>,いんかん,③[0],[名]印章，图章,△印鑑を押す。/盖章。,,,[sound:印鑑.mp3],,
印刷,いんさつ,<div>[0]</div>,[名•他動3]印刷,△印刷物/印刷物,,,[sound:印刷.mp3],,
<div>印象</div>,いんしょう,[0],[名]印象,△第一印象/第一印象,イメージ（image)②①[名]印象，形象&nbsp;,,[sound:印象.mp3],,
<div>飲食</div>,いんしょく,①[0],[名•自他動3]饮食,<div>△飲食店/餐饮店</div><div>△車内で飲食する。/在车子里吃喝。</div>,,,[sound:飲食.mp3],,
<div>院生</div>,いんせい,[0],[名]研究生,△大学院の院生になった。/成为研究生院的研究生。,,,[sound:院生.mp3],,
<div>influenza</div>,インフルエンザ,⑤,<div>[名]流行性感冒&nbsp;</div>,,風邪(かぜ）[0][名]伤风，感冒,,[sound:インフルエンザ.mp3],,
wool,ウ一ル,①,[名]羊毛，毛线,,,,[sound:ウール.mp3],,
<div>waiter</div>,ウエーター,②,<div>[名](餐厅等的）男服务员</div>,,,,[sound:baidu-8a14135d-055037c1-dd20cc56-233f044c-b454bc26.mp3],,
<div>waitress</div>,ウエートレス,②,<div>[名](餐厅等的）女服务员</div>,,,,[sound:baidu-76ac73e7-18668b2f-4b6fc233-12eb835a-632a758e.mp3],,
<div>嗽</div>,うがい,[0],[名·自動3]漱口,<div>△手洗いと嗽を徹底する。/(严格）做好洗手漱ロ环节。</div>,,,[sound:baidu-5c4317d1-daec590e-4a404cd7-aabf413e-f66a3d7f.mp3],,
<div>浮かべる</div>,うかべる,[0],<div>[他動2]使……出现;想起，浮现起……</div>,<div>△目に涙を浮かべている。/眼中含着眼泪。</div><div>△昔のことを頭に浮かべる。/脑海里面浮现起从前的事情。</div>,沈める（しずめる）[0][他動2]把……沉人水中;使……降落，降低,,[sound:浮かべる.mp3],,
<div>受かる</div>,うかる,②,<div>[自動1](考试）合格，考上</div>,△入学試験に受かった。/通过了入学考试。,落ちる（おちる）②[自動2]落地;不合格,,[sound:受かる.mp3],,
<div>受け付ける</div>,うけつける,[4][0],[他動2]受理；接受，采纳,△願書を受け付ける。/受理申请书。,,,[sound:受け付ける.mp3],,
<div>受け取る</div>,うけとる,③[0],<div>[他動1]收，接;理解;承担</div>,△手紙を受け取る。/收信。,,,[sound:受け取る.mp3],,
<div>動かす</div>,うごかす,③,<div>[他動1]动，活动；挪动;开动;打动</div>,<div>△体を動かす。/活动身体。</div><div>△心を動かす。/打动人心。</div>,,,[sound:動かす.mp3],,
<div>動き</div>,うごき,③,[名]活动，移动;动向,<div>△動きが鈍い。/动作迟缓。</div><div>△世の中の動き/社会动向。</div>,,,[sound:動き.mp3],,
<div>牛</div>,うし,[0],[名]牛,△牛を飼う。/养牛。,,,[sound:牛.mp3],,
<div>失う</div>,うしなう,[0],<div>[他動1]丟失，丧失;迷失;错过</div>,<div>△方向を失う。/迷失方向。</div><div>△チャンスを失う。/错过机会。</div>,,,[sound:失う.mp3],,
<div>疑う</div>,うたがう,[0],[他動1]怀疑，猜疑,△疑う余地がない。/没有怀疑的余地；毋庸置疑。,,<div>信じる（しんじる）③[他動2]相信，确信&nbsp;</div>,[sound:疑う.mp3],,
<div>歌声</div>,うたごえ,[0]③,[名]歌声,△きれいな歌声/美妙的歌声,,,[sound:歌声.mp3],,
<div>打ち合わせる</div>,うちあわせる,<div>⑤[0]</div>,[他動2]商量,协商.碰头<br>打ち合わせ（名 · 自动 · 三类）,△出発の時間を打ち合わせる。/商量出发的时间。,,,[sound:打ち合わせる.mp3],,
<div>内側</div>,うちがわ,[0],[名]内侧.里面,外側（そとがわ）[0] [名]外侧.外面,,,[sound:内側.mp3],,
<div>宇宙</div>,うちゅう,①,[名]宇宙,△宇宙開発/宇宙开发,,,[sound:宇宙.mp3],,
<div>映る</div>,うつる,②,[自動1]映，照；映像,△月が川に映る。/月亮映在河中。,,,[sound:映る.mp3],,
<div>うっかり</div>,うっかり,③,[副•自動3]不留神,无意中,△うっかりして電車を間違えた。/不留神上错了公共汽车。,,,[sound:うっかり.mp3],,
<div><div>鰻</div></div>,<div>うなぎ</div>,[0],[名]鳗鱼,△鰻登り/(物价等）直线上升,,,[sound:鰻.mp3],,
<div>映す</div>,うつす,②,[他動1]映,照;放映,△映画を映す。/放映电影。,,,[sound:映す.mp3],,
<div>奪う</div>,うばう,②[0],<div>[他動1]夺.抢夺;剥夺;强烈的吸引</div>,<div>△自由を奪う。/剥夺自由。</div><div>△心を奪う。/吸引人;使人陶碎。</div>,,,[sound:奪う.mp3],,
<div>生まれ</div>,うまれ,[0],[名]出生;出生地;出身,<div>△昭和生まれ/昭和年代出生</div><div>△名門の生まれ/名门出身&nbsp;</div>,,,[sound:生まれ.mp3],,
